Code_Filiere,Universite,Etablissement,Filiere,Section_Bac,Section_Bac_Nom,Score_2022,Score_2023,Score_2024,Score_2025
50603,Université de Gabès,ISSAT Gabès - Institut Supérieur des Sciences Appliquées et de Technologie de Gabès,Licence en Génie Énergétique,S,Sciences Expérimentales,91.0667,99.7296,101.2017,91.9444
50603,Université de Gabès,ISSAT Gabès - Institut Supérieur des Sciences Appliquées et de Technologie de Gabès,Licence en Génie Énergétique,T,Sciences Techniques,101.8707,109.845,112.2716,103.3833
50622,Université de Gabès,Institut Supérieur d'Informatique et de Multimédia de Gabès,Licence en Arts et Médias,L,Lettres,128.1325,103.5332,116.4642,117.2292
50622,Université de Gabès,Institut Supérieur d'Informatique et de Multimédia de Gabès,Licence en Arts et Médias,M,Mathématiques,102.0152,98.7618,94.9199,
50622,Université de Gabès,Institut Supérieur d'Informatique et de Multimédia de Gabès,Licence en Arts et Médias,S,Sciences Expérimentales,78.345,87.3199,87.1832,86.5568
50622,Université de Gabès,Institut Supérieur d'Informatique et de Multimédia de Gabès,Licence en Arts et Médias,T,Sciences Techniques,98.3035,91.0892,74.8916,80.5002
50622,Université de Gabès,Institut Supérieur d'Informatique et de Multimédia de Gabès,Licence en Arts et Médias,I,Sciences Informatiques,98.6618,100.2697,83.66,77.1933
50622,Université de Gabès,Institut Supérieur d'Informatique et de Multimédia de Gabès,Licence en Arts et Médias,E,Économie et Gestion,93.7315,89.3699,84.5701,92.6568
50629,Université de Gabès,Faculté des Sciences de Gabès,"Licence en Électronique, Électrotechnique et Automatique",M,Mathématiques,76.1451,83.105,95.7132,
50629,Université de Gabès,Faculté des Sciences de Gabès,"Licence en Électronique, Électrotechnique et Automatique",S,Sciences Expérimentales,86.1601,75.8767,74.145,85.2451
50629,Université de Gabès,Faculté des Sciences de Gabès,"Licence en Électronique, Électrotechnique et Automatique",T,Sciences Techniques,88.5097,94.0218,99.0285,88.4723
50629,Université de Gabès,Faculté des Sciences de Gabès,"Licence en Électronique, Électrotechnique et Automatique",I,Sciences Informatiques,83.87,96.0236,100.755,86.3133
50797,Université de Gabès,Institut Supérieur des Sciences Infirmières de Gabès,Licence en Sciences Infirmières (Femmes),L,Lettres,148.7782,137.2596,163.6512,139.298
50797,Université de Gabès,Institut Supérieur des Sciences Infirmières de Gabès,Licence en Sciences Infirmières (Femmes),M,Mathématiques,142.8985,145.718,162.7042,157.076
50797,Université de Gabès,Institut Supérieur des Sciences Infirmières de Gabès,Licence en Sciences Infirmières (Femmes),S,Sciences Expérimentales,156.6373,156.4822,154.1496,162.8968
50797,Université de Gabès,Institut Supérieur des Sciences Infirmières de Gabès,Licence en Sciences Infirmières (Femmes),SP,Sport,171.414,188.304,191.0646,179.7119
50832,Université de Gabès,IPEIG - Institut Préparatoire aux Études d'Ingénieurs de Gabès,Cycle Préparatoire : Biologie-Géologie,M,Mathématiques,88.1635,106.8018,108.4183,105.8108
50832,Université de Gabès,IPEIG - Institut Préparatoire aux Études d'Ingénieurs de Gabès,Cycle Préparatoire : Biologie-Géologie,S,Sciences Expérimentales,99.3205,74.3832,87.5173,90.7356
51510,Université de Gabès,Institut Supérieur des Sciences et Techniques des Eaux de Gabès,Licence en Sciences de la Terre,S,Sciences Expérimentales,85.7981,74.0367,85.8765,83.5938
51510,Université de Gabès,Institut Supérieur des Sciences et Techniques des Eaux de Gabès,Licence en Sciences de la Terre,T,Sciences Techniques,85.5804,100.5968,91.0337,90.0849
51523,Université de Gabès,Institut Supérieur d'Informatique et de Multimédia de Gabès,Licence en Sciences Informatiques,M,Mathématiques,103.14,119.6616,123.83,
51523,Université de Gabès,Institut Supérieur d'Informatique et de Multimédia de Gabès,Licence en Sciences Informatiques,S,Sciences Expérimentales,101.5751,116.5712,119.4334,114.57
51523,Université de Gabès,Institut Supérieur d'Informatique et de Multimédia de Gabès,Licence en Sciences Informatiques,T,Sciences Techniques,125.6,140.8976,149.356,135.245
51523,Université de Gabès,Institut Supérieur d'Informatique et de Multimédia de Gabès,Licence en Sciences Informatiques,I,Sciences Informatiques,84.0783,112.705,120.2,120.655
51524,Université de Gabès,Institut Supérieur d'Informatique et de Multimédia de Gabès,Licence en Ingénierie des Systèmes Informatiques,M,Mathématiques,82.1433,111.95,100.1386,
51524,Université de Gabès,Institut Supérieur d'Informatique et de Multimédia de Gabès,Licence en Ingénierie des Systèmes Informatiques,S,Sciences Expérimentales,95.8969,112.26,111.5833,106.7986
51524,Université de Gabès,Institut Supérieur d'Informatique et de Multimédia de Gabès,Licence en Ingénierie des Systèmes Informatiques,T,Sciences Techniques,123.2373,142.3956,154.6257,115.755
51524,Université de Gabès,Institut Supérieur d'Informatique et de Multimédia de Gabès,Licence en Ingénierie des Systèmes Informatiques,I,Sciences Informatiques,77.3433,92.9064,103.6884,108.1291
51570,Université de Gabès,Institut Supérieur des Sciences et Techniques des Eaux de Gabès,Licence en Génie Mécanique,M,Mathématiques,119.105,102.0584,84.6702,
51570,Université de Gabès,Institut Supérieur des Sciences et Techniques des Eaux de Gabès,Licence en Génie Mécanique,S,Sciences Expérimentales,90.0585,94.23,92.5401,106.0451
51570,Université de Gabès,Institut Supérieur des Sciences et Techniques des Eaux de Gabès,Licence en Génie Mécanique,T,Sciences Techniques,73.4332,70.1175,84.7789,84.9745
51570,Université de Gabès,Institut Supérieur des Sciences et Techniques des Eaux de Gabès,Licence en Génie Mécanique,I,Sciences Informatiques,,,,116.5
51629,Université de Gabès,ISSAT Gabès - Institut Supérieur des Sciences Appliquées et de Technologie de Gabès,"Licence en Électronique, Électrotechnique et Automatique",M,Mathématiques,111.54,98.597,93.475,117.5235
51629,Université de Gabès,ISSAT Gabès - Institut Supérieur des Sciences Appliquées et de Technologie de Gabès,"Licence en Électronique, Électrotechnique et Automatique",S,Sciences Expérimentales,89.3948,86.053,85.1117,72.2101
51629,Université de Gabès,ISSAT Gabès - Institut Supérieur des Sciences Appliquées et de Technologie de Gabès,"Licence en Électronique, Électrotechnique et Automatique",T,Sciences Techniques,111.47,118.2957,116.8683,104.4833
51629,Université de Gabès,ISSAT Gabès - Institut Supérieur des Sciences Appliquées et de Technologie de Gabès,"Licence en Électronique, Électrotechnique et Automatique",I,Sciences Informatiques,117.478,118.1387,111.09,138.77
51797,Université de Gabès,Institut Supérieur des Sciences Infirmières de Gabès,Licence en Sciences Infirmières (Hommes),L,Lettres,148.1362,107.92,141.9783,136.9065
51797,Université de Gabès,Institut Supérieur des Sciences Infirmières de Gabès,Licence en Sciences Infirmières (Hommes),M,Mathématiques,122.5846,133.7875,126.0193,137.3024
51797,Université de Gabès,Institut Supérieur des Sciences Infirmières de Gabès,Licence en Sciences Infirmières (Hommes),S,Sciences Expérimentales,134.499,131.2837,127.9132,135.446
51797,Université de Gabès,Institut Supérieur des Sciences Infirmières de Gabès,Licence en Sciences Infirmières (Hommes),SP,Sport,159.21,180.172,181.8037,190.1283
52570,Université de Gabès,Institut Supérieur des Systèmes Industriels de Gabès,Licence en Génie Mécanique,M,Mathématiques,100.2548,94.8081,90.6517,
52570,Université de Gabès,Institut Supérieur des Systèmes Industriels de Gabès,Licence en Génie Mécanique,S,Sciences Expérimentales,89.7351,85.685,86.7717,78.5386
52570,Université de Gabès,Institut Supérieur des Systèmes Industriels de Gabès,Licence en Génie Mécanique,T,Sciences Techniques,82.9067,85.6611,93.0867,87.1044
52570,Université de Gabès,Institut Supérieur des Systèmes Industriels de Gabès,Licence en Génie Mécanique,I,Sciences Informatiques,,,,119.065
52629,Université de Gabès,Institut Supérieur des Systèmes Industriels de Gabès,"Licence en Électronique, Électrotechnique et Automatique",S,Sciences Expérimentales,81.595,75.94,76.5818,89.1483
52629,Université de Gabès,Institut Supérieur des Systèmes Industriels de Gabès,"Licence en Électronique, Électrotechnique et Automatique",T,Sciences Techniques,94.6917,101.3256,105.035,92.8939
52629,Université de Gabès,Institut Supérieur des Systèmes Industriels de Gabès,"Licence en Électronique, Électrotechnique et Automatique",I,Sciences Informatiques,,,,100.6962
53570,Université de Gabès,ISET Gabès - Institut Supérieur des Études Technologiques de Gabès,Licence en Génie Mécanique,S,Sciences Expérimentales,97.0651,75.5587,95.9352,83.2852
53570,Université de Gabès,ISET Gabès - Institut Supérieur des Études Technologiques de Gabès,Licence en Génie Mécanique,T,Sciences Techniques,95.9149,98.19,99.935,94.0617
53570,Université de Gabès,ISET Gabès - Institut Supérieur des Études Technologiques de Gabès,Licence en Génie Mécanique,I,Sciences Informatiques,,,,90.77
54101,Université de Gabès,Institut Supérieur des Sciences Humaines de Médenine,Licence en Arabe,L,Lettres,88.9252,84.6116,90.84,95.2265
54101,Université de Gabès,Institut Supérieur des Sciences Humaines de Médenine,Licence en Arabe,S,Sciences Expérimentales,,,,156.541
54101,Université de Gabès,Institut Supérieur des Sciences Humaines de Médenine,Licence en Arabe,I,Sciences Informatiques,,,,104.695
54101,Université de Gabès,Institut Supérieur des Sciences Humaines de Médenine,Licence en Arabe,E,Économie et Gestion,77.5951,80.6984,95.765,83.5918
54102,Université de Gabès,Institut Supérieur des Sciences Humaines de Médenine,Licence en Anglais,L,Lettres,75.8499,73.0135,77.8635,77.2503
54102,Université de Gabès,Institut Supérieur des Sciences Humaines de Médenine,Licence en Anglais,S,Sciences Expérimentales,119.3746,116.7049,129.3149,140.8816
54102,Université de Gabès,Institut Supérieur des Sciences Humaines de Médenine,Licence en Anglais,T,Sciences Techniques,106.105,117.9532,110.6032,114.775
54102,Université de Gabès,Institut Supérieur des Sciences Humaines de Médenine,Licence en Anglais,I,Sciences Informatiques,,,,109.3348
54102,Université de Gabès,Institut Supérieur des Sciences Humaines de Médenine,Licence en Anglais,E,Économie et Gestion,81.3285,88.1319,83.4726,73.8485
54103,Université de Gabès,Institut Supérieur des Sciences Humaines de Médenine,Licence en Français,L,Lettres,81.8119,75.2785,71.2099,88.1132
54103,Université de Gabès,Institut Supérieur des Sciences Humaines de Médenine,Licence en Français,S,Sciences Expérimentales,109.2629,114.0174,108.6469,130.1816
54103,Université de Gabès,Institut Supérieur des Sciences Humaines de Médenine,Licence en Français,T,Sciences Techniques,,,,127.1642
54103,Université de Gabès,Institut Supérieur des Sciences Humaines de Médenine,Licence en Français,E,Économie et Gestion,,,,79.24
54106,Université de Gabès,Institut Supérieur des Sciences Humaines de Médenine,Licence en Allemand,L,Lettres,97.2878,77.9431,84.9267,79.0815
54106,Université de Gabès,Institut Supérieur des Sciences Humaines de Médenine,Licence en Allemand,S,Sciences Expérimentales,122.9788,132.3376,122.7879,141.4112
54106,Université de Gabès,Institut Supérieur des Sciences Humaines de Médenine,Licence en Allemand,T,Sciences Techniques,,,,88.7786
54106,Université de Gabès,Institut Supérieur des Sciences Humaines de Médenine,Licence en Allemand,I,Sciences Informatiques,,,,115.6456
54106,Université de Gabès,Institut Supérieur des Sciences Humaines de Médenine,Licence en Allemand,E,Économie et Gestion,94.4267,83.8386,98.1012,84.2601
54391,Université de Gabès,ISET Djerba - Institut Supérieur des Études Technologiques de Djerba,Licence en Administration des Affaires,M,Mathématiques,108.3416,109.89,149.7572,
54391,Université de Gabès,ISET Djerba - Institut Supérieur des Études Technologiques de Djerba,Licence en Administration des Affaires,S,Sciences Expérimentales,123.64,121.36,117.8124,112.2252
54391,Université de Gabès,ISET Djerba - Institut Supérieur des Études Technologiques de Djerba,Licence en Administration des Affaires,T,Sciences Techniques,105.5,117.3897,128.0362,112.57
54391,Université de Gabès,ISET Djerba - Institut Supérieur des Études Technologiques de Djerba,Licence en Administration des Affaires,I,Sciences Informatiques,130.2137,134.115,116.6782,112.564
54391,Université de Gabès,ISET Djerba - Institut Supérieur des Études Technologiques de Djerba,Licence en Administration des Affaires,E,Économie et Gestion,105.716,93.03,104.3732,103.4634
54396,Université de Gabès,ISET Djerba - Institut Supérieur des Études Technologiques de Djerba,Licence en Commerce et Distribution,M,Mathématiques,93.6917,100.3301,98.295,
54396,Université de Gabès,ISET Djerba - Institut Supérieur des Études Technologiques de Djerba,Licence en Commerce et Distribution,S,Sciences Expérimentales,122.1887,96.2895,123.0768,111.4352
54396,Université de Gabès,ISET Djerba - Institut Supérieur des Études Technologiques de Djerba,Licence en Commerce et Distribution,T,Sciences Techniques,103.7954,112.83,123.355,111.5422
54396,Université de Gabès,ISET Djerba - Institut Supérieur des Études Technologiques de Djerba,Licence en Commerce et Distribution,I,Sciences Informatiques,99.2442,111.3496,105.8391,115.4102
54396,Université de Gabès,ISET Djerba - Institut Supérieur des Études Technologiques de Djerba,Licence en Commerce et Distribution,E,Économie et Gestion,105.3235,97.5787,102.2867,99.9785
54477,Université de Gabès,Institut Supérieur des Sciences Humaines de Médenine,Licence en Éducation et Enseignement,L,Lettres,118.93,96.485,117.825,126.115
54477,Université de Gabès,Institut Supérieur des Sciences Humaines de Médenine,Licence en Éducation et Enseignement,M,Mathématiques,113.415,94.7535,104.405,128.58
54477,Université de Gabès,Institut Supérieur des Sciences Humaines de Médenine,Licence en Éducation et Enseignement,S,Sciences Expérimentales,125.49,127.29,135.945,153.955
54477,Université de Gabès,Institut Supérieur des Sciences Humaines de Médenine,Licence en Éducation et Enseignement,T,Sciences Techniques,128.65,129.36,137.97,146.055
54477,Université de Gabès,Institut Supérieur des Sciences Humaines de Médenine,Licence en Éducation et Enseignement,I,Sciences Informatiques,133.79,104.855,120.25,146.63
54477,Université de Gabès,Institut Supérieur des Sciences Humaines de Médenine,Licence en Éducation et Enseignement,E,Économie et Gestion,143.355,130.125,153.42,168.485
54512,Université de Gabès,ISBAM - Institut Supérieur de Biologie Appliquée de Médenine,Licence en Biologie de l'Environnement,S,Sciences Expérimentales,93.3568,93.3665,108.4142,95.3995
54523,Université de Gabès,Institut Supérieur d'Informatique de Médenine,Licence en Sciences Informatiques,M,Mathématiques,76.4903,78.1899,86.1172,
54523,Université de Gabès,Institut Supérieur d'Informatique de Médenine,Licence en Sciences Informatiques,S,Sciences Expérimentales,74.6967,94.6807,100.6733,91.7499
54523,Université de Gabès,Institut Supérieur d'Informatique de Médenine,Licence en Sciences Informatiques,T,Sciences Techniques,108.42,125.0509,125.19,121.12
54523,Université de Gabès,Institut Supérieur d'Informatique de Médenine,Licence en Sciences Informatiques,I,Sciences Informatiques,78.1715,83.3382,96.6901,91.74
54546,Université de Gabès,ISBAM - Institut Supérieur de Biologie Appliquée de Médenine,Licence en Biotechnologie,S,Sciences Expérimentales,75.0836,73.7936,73.0067,72.0167
54566,Université de Gabès,ISET Djerba - Institut Supérieur des Études Technologiques de Djerba,Licence en Technologies de l'Informatique,M,Mathématiques,138.4848,108.9318,109.79,
54566,Université de Gabès,ISET Djerba - Institut Supérieur des Études Technologiques de Djerba,Licence en Technologies de l'Informatique,S,Sciences Expérimentales,105.6468,111.145,107.5369,106.49
54566,Université de Gabès,ISET Djerba - Institut Supérieur des Études Technologiques de Djerba,Licence en Technologies de l'Informatique,T,Sciences Techniques,124.76,128.115,129.425,115.43
54566,Université de Gabès,ISET Djerba - Institut Supérieur des Études Technologiques de Djerba,Licence en Technologies de l'Informatique,I,Sciences Informatiques,107.0,114.2,118.26,119.4604
54566,Université de Gabès,ISET Djerba - Institut Supérieur des Études Technologiques de Djerba,Licence en Technologies de l'Informatique,E,Économie et Gestion,96.5967,99.115,113.1722,104.6034
54570,Université de Gabès,ISET Djerba - Institut Supérieur des Études Technologiques de Djerba,Licence en Génie Mécanique,M,Mathématiques,102.62,87.3118,104.415,84.0116
54570,Université de Gabès,ISET Djerba - Institut Supérieur des Études Technologiques de Djerba,Licence en Génie Mécanique,S,Sciences Expérimentales,93.258,98.1993,98.0483,100.325
54570,Université de Gabès,ISET Djerba - Institut Supérieur des Études Technologiques de Djerba,Licence en Génie Mécanique,T,Sciences Techniques,100.8706,100.4094,104.6576,100.7672
54570,Université de Gabès,ISET Djerba - Institut Supérieur des Études Technologiques de Djerba,Licence en Génie Mécanique,I,Sciences Informatiques,103.453,123.91,124.325,128.045
54571,Université de Gabès,ISET Djerba - Institut Supérieur des Études Technologiques de Djerba,Licence en Génie Électrique,M,Mathématiques,104.66,102.0599,97.0933,92.9366
54571,Université de Gabès,ISET Djerba - Institut Supérieur des Études Technologiques de Djerba,Licence en Génie Électrique,S,Sciences Expérimentales,103.3317,98.9015,102.8108,96.6486
54571,Université de Gabès,ISET Djerba - Institut Supérieur des Études Technologiques de Djerba,Licence en Génie Électrique,T,Sciences Techniques,98.5096,98.02,101.555,97.2236
54571,Université de Gabès,ISET Djerba - Institut Supérieur des Études Technologiques de Djerba,Licence en Génie Électrique,I,Sciences Informatiques,97.2202,97.125,101.93,123.09
54573,Université de Gabès,Institut Supérieur d'Informatique de Médenine,Licence en TIC,M,Mathématiques,,,,112.7317
54573,Université de Gabès,Institut Supérieur d'Informatique de Médenine,Licence en TIC,S,Sciences Expérimentales,84.0571,81.7789,83.3266,77.2281
54573,Université de Gabès,Institut Supérieur d'Informatique de Médenine,Licence en TIC,T,Sciences Techniques,86.63,95.04,96.2917,98.5212
54573,Université de Gabès,Institut Supérieur d'Informatique de Médenine,Licence en TIC,I,Sciences Informatiques,87.3542,81.3526,74.2317,78.9087
55391,Université de Gabès,ISET Médenine - Institut Supérieur des Études Technologiques de Médenine,Licence en Administration des Affaires,M,Mathématiques,,,,113.5947
55391,Université de Gabès,ISET Médenine - Institut Supérieur des Études Technologiques de Médenine,Licence en Administration des Affaires,S,Sciences Expérimentales,120.2038,94.3061,118.4847,113.5805
55391,Université de Gabès,ISET Médenine - Institut Supérieur des Études Technologiques de Médenine,Licence en Administration des Affaires,T,Sciences Techniques,98.0959,111.285,100.72,97.3363
55391,Université de Gabès,ISET Médenine - Institut Supérieur des Études Technologiques de Médenine,Licence en Administration des Affaires,I,Sciences Informatiques,91.79,104.2306,105.1222,89.6898
55391,Université de Gabès,ISET Médenine - Institut Supérieur des Études Technologiques de Médenine,Licence en Administration des Affaires,E,Économie et Gestion,74.1884,72.4901,73.18,90.33
55394,Université de Gabès,ISET Médenine - Institut Supérieur des Études Technologiques de Médenine,Licence en Comptabilité et Finance,M,Mathématiques,,,,105.0096
55394,Université de Gabès,ISET Médenine - Institut Supérieur des Études Technologiques de Médenine,Licence en Comptabilité et Finance,S,Sciences Expérimentales,107.46,82.9464,113.6929,96.573
55394,Université de Gabès,ISET Médenine - Institut Supérieur des Études Technologiques de Médenine,Licence en Comptabilité et Finance,T,Sciences Techniques,154.66,117.9247,97.2379,91.7117
55394,Université de Gabès,ISET Médenine - Institut Supérieur des Études Technologiques de Médenine,Licence en Comptabilité et Finance,I,Sciences Informatiques,,,,93.45
55394,Université de Gabès,ISET Médenine - Institut Supérieur des Études Technologiques de Médenine,Licence en Comptabilité et Finance,E,Économie et Gestion,69.7118,72.2867,90.4936,93.19
55566,Université de Gabès,ISET Médenine - Institut Supérieur des Études Technologiques de Médenine,Licence en Technologies de l'Informatique,M,Mathématiques,106.59,106.8966,99.8252,
55566,Université de Gabès,ISET Médenine - Institut Supérieur des Études Technologiques de Médenine,Licence en Technologies de l'Informatique,S,Sciences Expérimentales,78.0636,89.235,103.2166,93.9749
55566,Université de Gabès,ISET Médenine - Institut Supérieur des Études Technologiques de Médenine,Licence en Technologies de l'Informatique,T,Sciences Techniques,108.4713,115.9185,113.43,108.785
55566,Université de Gabès,ISET Médenine - Institut Supérieur des Études Technologiques de Médenine,Licence en Technologies de l'Informatique,I,Sciences Informatiques,78.3619,81.5768,100.1018,105.365
55566,Université de Gabès,ISET Médenine - Institut Supérieur des Études Technologiques de Médenine,Licence en Technologies de l'Informatique,E,Économie et Gestion,73.0468,90.1,106.4971,93.8019
55568,Université de Gabès,ISET Médenine - Institut Supérieur des Études Technologiques de Médenine,Licence en Génie Civil,M,Mathématiques,112.1669,88.7482,90.1061,117.3362
55568,Université de Gabès,ISET Médenine - Institut Supérieur des Études Technologiques de Médenine,Licence en Génie Civil,S,Sciences Expérimentales,104.2175,108.0512,125.1183,101.4328
55568,Université de Gabès,ISET Médenine - Institut Supérieur des Études Technologiques de Médenine,Licence en Génie Civil,T,Sciences Techniques,74.579,78.0412,75.2585,77.1645
55568,Université de Gabès,ISET Médenine - Institut Supérieur des Études Technologiques de Médenine,Licence en Génie Civil,I,Sciences Informatiques,90.1937,123.04,92.6825,107.9451
55570,Université de Gabès,ISET Médenine - Institut Supérieur des Études Technologiques de Médenine,Licence en Génie Mécanique,S,Sciences Expérimentales,97.1971,108.3552,94.9367,94.0637
55570,Université de Gabès,ISET Médenine - Institut Supérieur des Études Technologiques de Médenine,Licence en Génie Mécanique,T,Sciences Techniques,75.5828,81.6936,87.9277,83.5031
55570,Université de Gabès,ISET Médenine - Institut Supérieur des Études Technologiques de Médenine,Licence en Génie Mécanique,I,Sciences Informatiques,,,,77.8131
56118,Université de Gabès,Institut Supérieur des Arts et Métiers de Tataouine,Licence en Anthropologie,L,Lettres,96.669,93.585,94.9463,95.6119
56118,Université de Gabès,Institut Supérieur des Arts et Métiers de Tataouine,Licence en Anthropologie,E,Économie et Gestion,83.5148,84.5435,82.6575,85.1222
56202,Université de Gabès,Institut Supérieur des Arts et Métiers de Tataouine,Licence en Arts Plastiques,L,Lettres,87.6832,80.7868,86.3829,80.1183
56202,Université de Gabès,Institut Supérieur des Arts et Métiers de Tataouine,Licence en Arts Plastiques,S,Sciences Expérimentales,80.8534,89.4198,92.3816,92.2051
56202,Université de Gabès,Institut Supérieur des Arts et Métiers de Tataouine,Licence en Arts Plastiques,I,Sciences Informatiques,,,,77.4801
56202,Université de Gabès,Institut Supérieur des Arts et Métiers de Tataouine,Licence en Arts Plastiques,E,Économie et Gestion,79.5883,106.955,73.6686,72.4601
56202,Université de Gabès,Institut Supérieur des Arts et Métiers de Tataouine,Licence en Arts Plastiques,SP,Sport,,,,90.4267
56207,Université de Gabès,Institut Supérieur des Arts et Métiers de Tataouine,Licence en Design d'Espace,L,Lettres,112.3394,110.2903,120.145,119.3318
56207,Université de Gabès,Institut Supérieur des Arts et Métiers de Tataouine,Licence en Design d'Espace,S,Sciences Expérimentales,122.7076,123.8953,118.595,114.367
56207,Université de Gabès,Institut Supérieur des Arts et Métiers de Tataouine,Licence en Design d'Espace,T,Sciences Techniques,83.3034,84.8799,74.7067,70.2333
56207,Université de Gabès,Institut Supérieur des Arts et Métiers de Tataouine,Licence en Design d'Espace,I,Sciences Informatiques,,,,78.6367
56207,Université de Gabès,Institut Supérieur des Arts et Métiers de Tataouine,Licence en Design d'Espace,E,Économie et Gestion,90.22,71.2835,73.5627,87.014
56207,Université de Gabès,Institut Supérieur des Arts et Métiers de Tataouine,Licence en Design d'Espace,SP,Sport,90.5987,152.09,156.775,119.6742
56209,Université de Gabès,Institut Supérieur des Arts et Métiers de Tataouine,Licence en Design Image,L,Lettres,102.5274,110.0602,103.4048,106.5025
56209,Université de Gabès,Institut Supérieur des Arts et Métiers de Tataouine,Licence en Design Image,S,Sciences Expérimentales,,,,100.3598
56209,Université de Gabès,Institut Supérieur des Arts et Métiers de Tataouine,Licence en Design Image,T,Sciences Techniques,,,,74.1984
56209,Université de Gabès,Institut Supérieur des Arts et Métiers de Tataouine,Licence en Design Image,E,Économie et Gestion,78.7149,82.8699,90.44,85.3433
56391,Université de Gabès,ISET Kébili - Institut Supérieur des Études Technologiques de Kébili,Licence en Administration des Affaires,S,Sciences Expérimentales,103.0586,88.4884,95.455,95.5816
56391,Université de Gabès,ISET Kébili - Institut Supérieur des Études Technologiques de Kébili,Licence en Administration des Affaires,T,Sciences Techniques,102.91,96.2056,93.4465,96.8018
56391,Université de Gabès,ISET Kébili - Institut Supérieur des Études Technologiques de Kébili,Licence en Administration des Affaires,I,Sciences Informatiques,,,,85.8016
56391,Université de Gabès,ISET Kébili - Institut Supérieur des Études Technologiques de Kébili,Licence en Administration des Affaires,E,Économie et Gestion,73.8018,67.4098,73.9852,66.4618
56477,Université de Gabès,Institut Supérieur des Arts et Métiers de Tataouine,Licence en Éducation et Enseignement,L,Lettres,115.255,97.7699,115.59,124.91
56477,Université de Gabès,Institut Supérieur des Arts et Métiers de Tataouine,Licence en Éducation et Enseignement,M,Mathématiques,100.3684,80.0983,97.94,121.72
56477,Université de Gabès,Institut Supérieur des Arts et Métiers de Tataouine,Licence en Éducation et Enseignement,S,Sciences Expérimentales,119.95,122.69,134.205,149.625
56477,Université de Gabès,Institut Supérieur des Arts et Métiers de Tataouine,Licence en Éducation et Enseignement,T,Sciences Techniques,126.99,128.28,136.425,147.165
56477,Université de Gabès,Institut Supérieur des Arts et Métiers de Tataouine,Licence en Éducation et Enseignement,I,Sciences Informatiques,124.825,113.24,125.78,144.795
56477,Université de Gabès,Institut Supérieur des Arts et Métiers de Tataouine,Licence en Éducation et Enseignement,E,Économie et Gestion,138.06,129.255,151.92,159.39
56566,Université de Gabès,ISET Kébili - Institut Supérieur des Études Technologiques de Kébili,Licence en Technologies de l'Informatique,S,Sciences Expérimentales,83.795,80.4635,77.2634,82.312
56566,Université de Gabès,ISET Kébili - Institut Supérieur des Études Technologiques de Kébili,Licence en Technologies de l'Informatique,T,Sciences Techniques,97.585,103.9616,104.06,94.32
56566,Université de Gabès,ISET Kébili - Institut Supérieur des Études Technologiques de Kébili,Licence en Technologies de l'Informatique,I,Sciences Informatiques,78.3769,89.5766,73.3952,87.7783
56566,Université de Gabès,ISET Kébili - Institut Supérieur des Études Technologiques de Kébili,Licence en Technologies de l'Informatique,E,Économie et Gestion,74.9618,76.6799,78.7985,83.0334
56570,Université de Gabès,ISET Kébili - Institut Supérieur des Études Technologiques de Kébili,Licence en Génie Mécanique,S,Sciences Expérimentales,102.0139,98.9885,99.7969,85.5117
56570,Université de Gabès,ISET Kébili - Institut Supérieur des Études Technologiques de Kébili,Licence en Génie Mécanique,T,Sciences Techniques,84.6066,80.3612,83.0694,68.2178
56570,Université de Gabès,ISET Kébili - Institut Supérieur des Études Technologiques de Kébili,Licence en Génie Mécanique,I,Sciences Informatiques,,,,110.085
56571,Université de Gabès,ISET Kébili - Institut Supérieur des Études Technologiques de Kébili,Licence en Génie Électrique,S,Sciences Expérimentales,,,,86.6133
56571,Université de Gabès,ISET Kébili - Institut Supérieur des Études Technologiques de Kébili,Licence en Génie Électrique,T,Sciences Techniques,83.24,80.2551,72.3686,67.6248
56571,Université de Gabès,ISET Kébili - Institut Supérieur des Études Technologiques de Kébili,Licence en Génie Électrique,I,Sciences Informatiques,,,,129.59
57394,Université de Gabès,ISET Tataouine - Institut Supérieur des Études Technologiques de Tataouine,Licence en Comptabilité et Finance,S,Sciences Expérimentales,110.6434,101.003,93.6683,90.9584
57394,Université de Gabès,ISET Tataouine - Institut Supérieur des Études Technologiques de Tataouine,Licence en Comptabilité et Finance,T,Sciences Techniques,82.8931,93.265,109.82,93.9282
57394,Université de Gabès,ISET Tataouine - Institut Supérieur des Études Technologiques de Tataouine,Licence en Comptabilité et Finance,I,Sciences Informatiques,,,,82.1502
57394,Université de Gabès,ISET Tataouine - Institut Supérieur des Études Technologiques de Tataouine,Licence en Comptabilité et Finance,E,Économie et Gestion,78.8587,74.5136,76.3985,84.3704
57566,Université de Gabès,ISET Tataouine - Institut Supérieur des Études Technologiques de Tataouine,Licence en Technologies de l'Informatique,M,Mathématiques,128.92,87.8833,93.8481,
57566,Université de Gabès,ISET Tataouine - Institut Supérieur des Études Technologiques de Tataouine,Licence en Technologies de l'Informatique,S,Sciences Expérimentales,75.9352,76.78,79.305,79.2783
57566,Université de Gabès,ISET Tataouine - Institut Supérieur des Études Technologiques de Tataouine,Licence en Technologies de l'Informatique,T,Sciences Techniques,94.6022,100.8585,105.095,91.01
57566,Université de Gabès,ISET Tataouine - Institut Supérieur des Études Technologiques de Tataouine,Licence en Technologies de l'Informatique,I,Sciences Informatiques,75.8633,78.0299,79.6532,85.4399
